frame_number,timestamp,caption_time,detection_time,segmentation_time,clip_time,mapping_time,clip_mapping,queue_overhead,total_time,server_timestamp,client_timestamp
5,1756945473.371197,15.015282,59.636746,37.073277,108.945031,64.336466,115.575845,0.0,227.30115,22941301688826,22940926028356
10,1756945473.6042418,16.693478,65.516622,42.603808,107.221985,50.313243,113.561474,0.0,238.375382,22941534733863,22941273071245
15,1756945473.9394128,15.313167,62.324548,41.163445,100.641508,42.756321,107.792217,0.0,226.593377,22941869905060,22941620491651
20,1756945474.3597646,15.258584,60.885406,51.910076,160.508596,101.054,170.810546,0.0,298.864612,22942290257271,22941968253339
25,1756945474.7376912,15.291113,61.149931,58.241391,180.17356,105.68229000000001,195.018382,0.0,329.700817,22942668182995,22942316389810
30,1756945475.07053,15.186753,62.310657,53.918558,171.593344,107.12371499999999,184.453749,0.0,315.869717,22943001022173,22942663450234
35,1756945475.4086964,15.111769,60.581972,53.026924,164.389252,92.44347599999999,177.733647,0.0,306.454312,22943339188409,22943010336643
40,1756945475.7888558,18.951223,60.900339,53.982676,183.660374,129.062248,205.866817,0.0,339.701055,22943719347700,22943357166513
45,1756945476.1518981,15.45911,61.189071,58.544194,198.069819,139.549261,220.923592,0.0,356.115967,22944082390193,22943703658287
50,1756945476.520319,15.187434,63.805244,56.35226,202.650917,142.443939,227.526734,0.0,362.871672,22944450810914,22944050343737
55,1756945476.896068,15.721171,60.754236,62.98672,204.119694,115.034447,227.809797,0.0,367.271924,22944826559976,22944397058611
60,1756945477.2414799,14.963162,61.538705,58.382908,180.093557,96.389351,203.642142,0.0,338.526917,22945171971346,22944744353152
65,1756945477.6041114,15.206564,61.495579,55.9401,196.01209,148.293436,224.312395,0.0,356.954638,22945534603500,22945092497733
70,1756945477.9467509,15.170238,63.223142,51.6972,175.241945,124.017088,205.943623,0.0,336.034203,22945877243339,22945439342374
75,1756945478.2909963,15.684135,64.25493,49.214682,170.869675,135.423257,208.312086,0.0,337.465833,22946221488233,22945786545474
80,1756945478.6504724,15.61594,61.098652,57.906248,190.609564,120.68509999999999,220.148004,0.0,354.768844,22946580963877,22946133256041
85,1756945478.9966629,15.562438,62.184743,53.589755,176.29852,134.07807,205.74539,0.0,337.082326,22946927154698,22946479574306
90,1756945479.3300972,15.218903,62.863211,46.729409,163.842194,134.014512,202.169459,0.0,326.980982,22947260589002,22946825911651
95,1756945479.6734078,15.327138,63.731129,51.072964,169.46161,123.85494800000001,207.297604,0.0,337.428835,22947603899705,22947173099055
100,1756945480.0355933,15.762555,63.377818,58.671809,189.039662,120.441888,216.900275,0.0,354.712457,22947966084594,22947518939159
105,1756945480.3774765,15.356923,63.343546,53.690629,180.391983,114.138414,203.711086,0.0,336.102184,22948307967943,22947865215810
110,1756945480.761764,15.353759,64.401654,62.987031,204.456277,112.7693,231.818387,0.0,374.560831,22948692254472,22948212127291
115,1756945481.139699,15.157939,62.566467,60.729797,206.475997,123.01674700000001,233.990209,0.0,372.444412,22949070190205,22948559034125
