frame_number,timestamp,caption_time,detection_time,segmentation_time,clip_time,mapping_time,clip_mapping,queue_overhead,total_time,server_timestamp,client_timestamp
5,1756944585.7664273,14.917775,60.095158,22.898951,29.659992,90.774819,91.421988,0.0,189.333872,22053696918218,22053403168003
10,1756944586.0570755,15.170461,60.031161,23.976226,30.324698,113.873355,114.56397,0.0,213.741818,22053987567625,22053750445811
15,1756944586.4046657,15.226066,60.376248,25.501708,33.936416,111.65482399999999,112.361414,0.0,213.465436,22054335158201,22054097383198
20,1756944586.736439,15.101857,62.469657,25.057909,30.285518,97.876811,98.580366,0.0,201.209789,22054666931737,22054443676141
25,1756944587.1087635,15.10465,62.398839,27.017574,39.260231,119.514214,120.234024,0.0,224.755087,22055039255607,22054789756380
30,1756944587.456373,15.217282,61.508729,26.829357,31.769275,124.959656,125.65659,0.0,229.211958,22055386865052,22055135740921
35,1756944587.8114822,15.160506,61.167477,26.786972,31.7461,133.447044,134.162788,0.0,237.277743,22055741974517,22055481684170
40,1756944588.1376376,15.162038,61.224194,27.556197,38.831587,113.230242,113.950112,0.0,217.892541,22056068130210,22055827524592
45,1756944588.490987,17.553633,63.427571,26.323493,35.685079,112.666721,113.442096,0.0,220.746793,22056421478825,22056173942377
50,1756944588.8684146,15.305547,62.146994,26.389054,29.715426,147.937196,148.693702,0.0,252.535297,22056798906704,22056519770840
55,1756944589.1896844,15.705078,65.897425,25.930844,27.124117,120.96432,121.675306,0.0,229.208653,22057120176972,22056866030102
60,1756944589.5174198,15.341272,61.794255,23.645722,25.761765,110.990579,111.740425,0.0,212.521674,22057447912349,22057211761428
65,1756944589.860519,15.18923,63.646305,22.311002,28.727147,106.879998,107.640941,0.0,208.787478,22057791011352,22057558087402
70,1756944590.2021594,16.581057,63.229478,23.097764,24.131084,102.320631,103.042285,0.0,205.950584,22058132652137,22057903944169
75,1756944590.5806785,15.157211,63.863727,26.123458,29.011962,129.126122,129.869918,0.0,235.014314,22058511170283,22058250625396
80,1756944590.9022932,15.27402,63.727168,24.445815,32.951242,106.615284,107.344177,0.0,210.79118,22058832785608,22058596822874
85,1756944591.270256,15.353291,66.495148,24.505235,26.525593,126.54821100000001,127.254301,0.0,233.607975,22059200748314,22058943321232
90,1756944591.618622,15.240649,63.14582,25.518233,27.890308,131.681156,132.392643,0.0,236.297345,22059549114807,22059289322110
95,1756944591.947973,15.092232,63.175705,24.395027,26.932164,116.449972,117.186678,0.0,219.849642,22059878465482,22059635460087
100,1756944592.2969813,15.110039,62.988139,24.533609,26.057327,115.281246,115.981385,0.0,218.613172,22060227473204,22059981106373
105,1756944592.643891,15.454085,62.74632,25.120175,27.511048,114.293135,115.013206,0.0,218.333786,22060574383332,22060327238611
110,1756944593.003342,15.242352,62.497138,23.668006,25.825663,134.336683,135.063885,0.0,236.471381,22060933833441,22060672457294
115,1756944593.329348,15.164733,63.065076,25.12987,28.000406,111.388378,112.071311,0.0,215.43099,22061259840988,22061018598476
120,1756944593.675844,15.088216,62.336223,25.158693,26.816006,116.068149,116.833569,0.0,219.416701,22061606335550,22061363986608
125,1756944594.0399823,15.230443,62.552734,26.171731,28.239031,132.046494,132.75714,0.0,236.712048,22061970474815,22061709817396
130,1756944594.3787117,15.161778,65.532107,25.053913,27.969539,123.445552,124.164651,0.0,229.912449,22062309203671,22062055661074
135,1756944594.717494,15.00612,62.614709,24.35109,26.964604,120.337943,121.035269,0.0,223.007188,22062647986480,22062401634891
140,1756944595.0636647,14.998528,63.545361,24.496122,25.881978,120.436504,121.152367,0.0,224.192378,22062994156637,22062747733939
145,1756944595.3854413,15.288292,62.184782,24.578697,27.336992,96.525766,97.316605,0.0,199.368376,22063315933339,22063093100018
150,1756944595.7504296,15.320741,63.024986,23.640734,24.600571,116.066567,116.759165,0.0,218.745626,22063680922042,22063439618106
155,1756944596.0857008,15.391629,63.406769,25.435557,30.100074,101.746615,102.484682,0.0,206.718637,22064016192494,22063785643312
160,1756944596.4438663,15.204383,62.30839,27.703313,31.716905,112.24928399999999,112.98692,0.0,218.203006,22064374358541,22064131650490
165,1756944596.7863526,15.151622,62.899083,26.79183,32.139861,108.491491,109.233054,0.0,214.075589,22064716845100,22064477852145
170,1756944597.1401935,15.204683,63.801553,27.735792,33.757393,112.71822900000001,113.441875,0.0,220.183903,22065070685428,22064824494254
175,1756944597.5017512,15.16987,63.850597,28.938269,40.803491,129.286977,130.072458,0.0,238.031194,22065432243348,22065170424044
180,1756944597.855658,15.220528,64.135292,31.031187,43.678633,133.45534700000002,134.210952,0.0,244.597959,22065786150468,22065516618118
185,1756944598.1817122,15.067754,63.101824,31.024357,40.567009,113.92285,114.669561,0.0,223.863496,22066112203756,22065863194336
190,1756944598.5293875,15.39234,63.247616,28.309359,40.142189,118.813494,119.542477,0.0,226.491792,22066459880356,22066209812387
195,1756944598.8792465,15.083849,62.675872,27.602579,34.834949,122.503492,123.216281,0.0,228.578581,22066809739039,22066556290886
200,1756944599.229716,15.508108,63.471698,26.858381,31.978945,127.06488300000001,127.751332,0.0,233.589519,22067160208326,22066903387299
205,1756944599.5687094,15.081465,63.108183,30.255773,43.105397,115.20910500000001,115.974725,0.0,224.420146,22067499201768,22067250031812
210,1756944599.9369779,15.368935,63.76727,29.553099,44.164977,136.254705,137.006714,0.0,245.696018,22067867470453,22067597383235
215,1756944600.275376,15.688343,63.991062,29.694104,39.539078,126.737222,127.533048,0.0,236.906557,22068205868595,22067943645814
220,1756944600.6007671,15.17007,63.06684,29.502501,36.79788,109.052217,109.749784,0.0,217.489195,22068531259081,22068290237806
225,1756944600.9757144,15.109639,62.692878,27.549347,32.783174,139.606386,140.344084,0.0,245.695948,22068906206532,22068636051009
230,1756944601.3089955,15.115527,63.689081,27.638062,32.957901,125.209948,125.935858,0.0,232.378528,22069239488296,22068982704485
235,1756944601.668982,15.059432,63.769454,27.526191,32.554405,137.000445,137.746635,0.0,244.101712,22069599473935,22069329695297
240,1756944602.0061224,15.188489,63.546804,26.078519,32.39449,131.054939,131.824165,0.0,236.637977,22069936614165,22069675883203
