frame_number,timestamp,caption_time,detection_time,segmentation_time,clip_time,mapping_time,clip_mapping,queue_overhead,total_time,server_timestamp,client_timestamp
5,1756946588.249148,15.603193,59.967931,23.604234,28.480147,126.901773,127.650487,0.0,226.825845,24056179639309,24055815295203
10,1756946588.4962845,15.459252,59.99934,23.808205,28.297899,139.99675,140.791135,0.0,240.057932,24056426776032,24056162286141
15,1756946588.8148587,15.315433,59.780235,23.42528,30.517461,114.72698100000001,115.458248,0.0,213.979196,24056745349950,24056508014921
20,1756946589.1492627,15.188518,59.357208,23.695023,25.479289,103.97893099999999,104.747415,0.0,202.988164,24057079754729,24056854233979
25,1756946589.5018148,15.187086,59.573759,23.092131,25.101422,110.871147,111.593641,0.0,209.446617,24057432305827,24057199541674
30,1756946589.876656,15.098291,59.525555,25.325975,36.525406,135.375677,136.120405,0.0,236.070226,24057807147650,24057545404268
35,1756946590.20938,15.310746,59.511333,26.117927,37.225816,124.93092899999999,125.688587,0.0,226.628593,24058139871629,24057891388798
40,1756946590.5576806,15.450889,63.210829,25.199562,27.34399,123.56207599999999,124.282628,0.0,228.143908,24058488172079,24058237489876
45,1756946590.922887,15.184903,60.648522,25.398687,26.46068,142.749068,143.52255,0.0,244.754662,24058853378733,24058583231405
50,1756946591.2677038,15.303955,61.149589,26.302548,28.721806,142.739723,143.543482,0.0,246.299574,24059198195678,24058929278159
55,1756946591.5970418,15.196641,60.883451,24.526794,31.404828,129.315412,130.045017,0.0,230.651903,24059527533370,24059274807694
60,1756946591.962664,15.26771,61.68077,27.584458,40.061552,142.074275,142.860828,0.0,247.393766,24059893154418,24059619971909
65,1756946592.3142605,15.315292,62.98198,28.35851,39.474524,148.570798,149.362328,0.0,256.01811,24060244751968,24059965400349
70,1756946592.6645868,15.678989,62.533744,28.389688,35.295175,150.956554,151.734173,0.0,258.336594,24060595078896,24060311298897
75,1756946592.9910717,15.39894,61.950562,27.713846,31.800483,134.526368,135.389047,0.0,240.452395,24060921563707,24060656961214
80,1756946593.3428445,15.479343,61.596341,26.952141,36.304588,136.56399199999998,137.284724,0.0,241.312549,24061273336265,24061006567260
