frame_number,timestamp,caption_time,detection_time,segmentation_time,clip_time,mapping_time,clip_mapping,queue_overhead,total_time,server_timestamp,client_timestamp
5,1756946793.4452329,15.264073,64.298299,59.85762,268.545668,213.533965,306.099613,0.0,445.519605,24261375723280,24260652599040
10,1756946793.8411868,15.627209,64.128969,51.741113,242.580937,216.234883,280.665494,0.0,412.162785,24261771678650,24261001428081
15,1756946794.2689908,15.647059,60.539392,48.895754,251.12693,226.98129,296.902394,0.0,421.984599,24262199481423,24261348956904
20,1756946794.667142,15.324575,60.373019,48.787447,226.49011,202.791794,268.007555,0.0,392.492596,24262597633430,24261698445584
25,1756946795.1269026,15.743646,60.510608,51.501117,273.233253,263.396145,325.40273,0.0,453.158101,24263057393774,24262116576091
30,1756946795.5635154,15.790027,60.252103,51.781385,252.276518,221.889707,300.96855,0.0,428.792065,24263494007436,24262544796412
35,1756946795.9794781,15.295531,61.179461,48.594082,244.267335,214.350172,285.041964,0.0,410.111038,24263909969729,24262943143628
40,1756946796.4187465,16.214406,61.128603,51.780343,256.141535,222.904228,304.139437,0.0,433.262789,24264349237887,24263404690663
45,1756946796.8579738,16.133592,60.912613,51.790949,257.705857,222.366266,304.6583,0.0,433.495454,24264788466185,24263839494417
50,1756946797.3059833,15.446763,60.894885,51.287691,256.526124,225.976986,311.559028,0.0,439.188367,24265236473363,24264255156642
55,1756946797.735932,16.793901,60.731947,49.440266,247.428707,233.407284,297.329297,0.0,424.295411,24265666423938,24264694938987
60,1756946798.2058961,16.225593,61.785858,54.746166,278.21019,242.948478,331.500031,0.0,464.257648,24266136387940,24265136575376
65,1756946798.6780384,15.666048,61.659164,53.859992,277.841747,264.22330999999997,334.388727,0.0,465.573931,24266608530091,24265581132960
70,1756946799.1578135,16.377505,61.197609,58.601139,289.331841,231.62564,336.292177,0.0,472.46843,24267088305700,24266011413320
75,1756946799.64703,16.995129,62.618851,56.801218,282.957747,266.901854,345.037575,0.0,481.452773,24267577520158,24266481651921
80,1756946800.101063,15.786331,64.899568,51.857701,266.262587,238.420166,314.749916,0.0,447.293516,24268031551034,24266955602246
85,1756946800.6173356,15.408864,63.499438,60.968848,318.39645,266.684612,369.029951,0.0,508.907101,24268547826307,24267435708891
90,1756946801.0824964,15.428985,61.791636,54.583518,274.260523,233.460374,326.609095,0.0,458.413234,24269012985413,24267923434093
95,1756946801.5405304,15.941148,61.347938,57.919128,267.538397,211.423208,315.669762,0.0,450.877976,24269471021872,24268376464118
100,1756946802.0250704,15.751288,61.674447,61.790825,274.622346,230.883855,339.25162,0.0,478.46818,24269955562255,24268895417786
105,1756946802.4787931,17.592633,62.616497,51.821997,248.30051,240.313561,312.396398,0.0,444.427525,24270409283737,24269359072192
110,1756946802.9135616,16.102816,62.751093,49.237175,236.655128,234.057056,299.565224,0.0,427.656308,24270844052197,24269816945421
115,1756946803.3672833,15.315331,61.434741,51.766982,254.75067,255.084529,318.236085,0.0,446.753139,24271297775161,24270304345725
120,1756946803.7926288,15.282231,60.414702,48.797003,231.951278,229.01578999999998,293.823136,0.0,418.317072,24271723120797,24270756240766
125,1756946804.2101092,15.179554,61.045195,44.485923,218.008214,236.626995,290.440466,0.0,411.151138,24272140597554,24271190742117
130,1756946804.6254327,16.644905,62.053627,49.186808,228.647867,209.328395,280.44117,0.0,408.32651,24272555923053,24271644018559
135,1756946805.049183,15.351477,62.021458,44.58898,232.226949,235.829986,294.164058,0.0,416.125973,24272979674502,24272068631034
140,1756946805.4766357,15.306488,62.172869,45.106021,229.106769,254.37803,299.050367,0.0,421.635745,24273407127268,24272486593123
145,1756946805.9248316,15.53068,61.887423,46.57742,248.60155,283.64678000000004,318.800958,0.0,442.796481,24273855323324,24272901930099
150,1756946806.3916585,16.290692,61.814972,46.971983,262.077179,265.3368,336.127764,0.0,461.205411,24274322149868,24273324084326
155,1756946806.835296,16.143267,63.692102,48.941984,249.012978,237.053938,308.215598,0.0,436.992951,24274765787696,24273751451683
160,1756946807.2853804,16.745638,61.274446,44.366189,257.506672,264.468584,321.002834,0.0,443.389107,24275215871948,24274199566975
165,1756946807.7468228,15.997654,62.220763,46.094722,260.181261,278.006569,330.508264,0.0,454.821403,24275677314312,24274667956789
170,1756946808.1753407,15.399369,61.723222,49.083381,246.542181,222.661997,296.16119,0.0,422.367162,24276105831776,24275112097215
175,1756946808.6515996,15.901647,61.743994,49.152256,270.877792,276.991938,343.270803,0.0,470.0687,24276582090048,24275562088094
180,1756946809.06896,15.753561,62.597088,45.384987,225.81023,222.01604,287.778075,0.0,411.513711,24276999451939,24276022444648
185,1756946809.5558076,15.476348,62.018453,54.242517,268.519947,256.37501199999997,346.982867,0.0,478.720185,24277486298807,24276451220127
190,1756946810.033387,15.616812,62.710121,49.428839,272.273345,270.661511,344.039528,0.0,471.7953,24277963878389,24276927234325
195,1756946810.577241,16.222028,63.278309,58.496128,321.906325,304.70250699999997,399.300342,0.0,537.296807,24278507732098,24277346980411
200,1756946811.1385381,15.313299,61.180702,57.268963,297.441278,324.579822,421.641042,0.0,555.404006,24279069029854,24277831633846
205,1756946811.659214,15.555709,63.513769,57.327091,295.913551,287.338042,376.314605,0.0,512.711174,24279589705444,24278309947650
210,1756946812.1552944,15.818981,62.152278,56.282685,280.138527,256.286456,355.88125,0.0,490.135194,24280085785074,24278853312582
215,1756946812.661403,15.980368,62.738894,56.893289,286.171319,267.796641,363.912947,0.0,499.525498,24280591894488,24279415881191
220,1756946813.1983542,15.389946,61.124677,62.643729,309.582577,281.264568,390.573201,0.0,529.731553,24281128845105,24279934963695
225,1756946813.7151635,15.515387,65.33946,56.906739,275.009126,288.779756,371.421105,0.0,509.182691,24281645654304,24280434795662
230,1756946814.2267768,15.728483,62.518167,55.408999,295.296979,288.937919,371.917524,0.0,505.573173,24282157268451,24280937316048
235,1756946814.747099,16.111158,62.6443,56.293562,295.359024,303.378463,377.935342,0.0,512.984362,24282677590600,24281474880795
240,1756946815.2749822,16.054861,62.175794,57.703758,306.674851,305.298077,385.773003,0.0,521.707416,24283205473997,24281992237100
245,1756946815.8065,15.453903,64.919989,56.232077,303.726555,311.503203,388.66179,0.0,525.267759,24283736989566,24282503540973
250,1756946816.332321,15.414352,63.372223,53.667187,290.784992,310.583125,386.910232,0.0,519.363994,24284262812263,24283024119063
255,1756946816.8751287,15.584002,63.868952,60.668039,316.946643,305.67297,395.966565,0.0,536.087558,24284805614495,24283551878380
