frame_number,timestamp,caption_time,detection_time,segmentation_time,clip_time,mapping_time,clip_mapping,queue_overhead,total_time,server_timestamp,client_timestamp
5,1756944105.079194,15.008838,61.612632,48.593984,201.253284,164.08861,229.643895,0.0,354.859349,21573009684937,21572447038633
10,1756944105.4325192,15.889854,61.341659,51.472091,205.727169,173.164204,235.889395,0.0,364.592999,21573363011215,21572795442631
15,1756944105.8197289,15.142763,60.687028,57.776652,217.272676,158.874243,247.816647,0.0,381.42309,21573750221616,21573142796024
20,1756944106.2104685,15.162843,64.915468,57.10072,217.618856,157.30199199999998,247.562338,0.0,384.741369,21574140959456,21573491068992
25,1756944106.6165004,15.099837,63.899185,60.641019,225.122447,160.514179,259.930502,0.0,399.570543,21574546992452,21573837604286
30,1756944107.0441067,16.314853,62.814899,60.895658,246.99421,191.191333,281.452871,0.0,421.478281,21574974598984,21574184253614
35,1756944107.4647608,15.318021,61.590048,60.163208,243.390926,183.80238500000002,277.804799,0.0,414.876076,21575395252585,21574531347562
40,1756944107.8761113,15.584408,63.157793,62.374296,229.705951,152.96718,262.18093,0.0,403.297427,21575806602384,21574892919897
45,1756944108.2990577,16.25994,63.113375,59.795817,237.839927,193.00179899999998,273.114053,0.0,412.283185,21576229548638,21575320230628
50,1756944108.711867,15.813367,62.928673,56.152441,229.614401,194.732384,269.843257,0.0,404.737738,21576642355513,21575742294865
55,1756944109.0887613,15.45512,62.402649,51.892284,203.092335,173.724982,239.552813,0.0,369.302866,21577019253391,21576157394191
60,1756944109.45221,15.246692,60.978063,50.975133,193.96411,158.346008,229.420094,0.0,356.619982,21577382702025,21576576617628
65,1756944109.7983713,15.827929,62.359063,47.159864,177.657218,151.500069,212.016698,0.0,337.363554,21577728862848,21576990560719
70,1756944110.1614828,15.431203,63.628392,49.023592,188.759069,157.896311,225.356256,0.0,353.439443,21578091974397,21577366082286
75,1756944110.5640538,15.234113,62.423862,58.243997,217.880927,177.29827,259.411591,0.0,395.313563,21578494543873,21577731412633
80,1756944110.9552665,15.688526,64.436257,54.223765,210.016031,179.937682,250.281714,0.0,384.630262,21578885757803,21578079240183
85,1756944111.3373792,15.495772,62.89993,51.177772,204.579016,178.805493,245.792185,0.0,375.365659,21579267870609,21578439539576
90,1756944111.7426865,15.368347,63.580399,56.265244,222.373069,179.25450899999998,262.956076,0.0,398.170066,21579673178390,21578840960668
95,1756944112.1358395,15.360305,63.09662,53.739025,208.062118,175.963511,254.346043,0.0,386.541993,21580066331382,21579231673472
100,1756944112.5360138,15.646022,62.326583,53.693936,213.809938,174.657587,262.174132,0.0,393.840673,21580466505450,21579614288106
105,1756944112.9479208,15.444624,66.224498,56.578964,221.290346,186.169924,266.983979,0.0,405.232065,21580878412773,21580019461902
110,1756944113.3364084,15.827198,65.214115,51.414944,203.094829,180.269431,248.791459,0.0,381.247716,21581266900609,21580412185859
115,1756944113.739098,15.302667,62.711912,56.269722,214.955919,183.630486,261.521365,0.0,395.805666,21581669589941,21580815104019
120,1756944114.1479738,15.31767,62.853208,55.989533,220.44889,187.743658,268.39805,0.0,402.558461,21582078465903,21581224426293
125,1756944114.5932386,18.034381,65.232432,58.75626,236.107872,201.247087,290.707071,0.0,432.730144,21582523728753,21581612793796
130,1756944115.0159771,15.371002,64.902769,56.020851,231.080291,195.069079,279.334037,0.0,415.628659,21582946466833,21582015736474
135,1756944115.436225,15.299553,63.792754,53.11419,232.762462,215.123496,280.18693,0.0,412.393427,21583366715270,21582429818050
140,1756944115.851996,15.270408,63.172526,53.260724,227.656752,204.88383299999998,277.34558,0.0,409.049238,21583782488069,21582870087491
145,1756944116.264985,15.775179,65.077556,54.357951,219.776804,184.62811,267.615676,0.0,402.826362,21584195475484,21583293810085
150,1756944116.6615744,15.301005,63.265318,51.363776,206.586614,193.27811400000002,259.190546,0.0,389.120645,21584592065479,21583712979634
155,1756944117.0797365,15.922343,65.274818,55.684357,225.713835,183.75242200000002,274.510009,0.0,411.391527,21585010228380,21584132271189
160,1756944117.5169857,15.292572,64.147465,61.82656,239.927889,190.019946,288.623169,0.0,429.889766,21585447477760,21584541528876
165,1756944117.9705336,15.294565,63.389337,66.132709,250.467991,187.23303900000002,298.713413,0.0,443.530024,21585901024997,21584938694180
170,1756944118.42549,15.33098,64.276142,64.414364,252.746441,197.122377,302.979651,0.0,447.001137,21586355980586,21585357014893
175,1756944118.9159815,15.697631,64.554087,70.609237,273.409217,214.00697100000002,330.397907,0.0,481.258862,21586846473294,21585796983196
180,1756944119.4200208,15.259252,63.622353,74.222387,289.102902,216.574513,344.345374,0.0,497.449366,21587350511796,21586248914175
185,1756944119.9081852,15.47433,64.133144,74.539811,273.492245,188.427363,327.012746,0.0,481.160031,21587838677269,21586705049376
